,Protein.IDs,REF1,REF2,REF3,Temp36_1,Temp36_2,Temp33_1,Osmo0.4_1,Osmo0.4_2,Osmo0.4_3,Osmo0.2_1,Osmo0.2_2,Osmo0.2_3,Osmo0.6_1,Osmo0.6_2,Osmo0.6_3,EtOH20_1,EtOH60_1,EtOH20_2,EtOH20_3,EtOH60_2,EtOH40_1,EtOH40_2,EtOH40_3,EtOH60_3,Temp33_2,Temp33_3,Temp38_1,Temp38_2,Temp38_3,Temp36_3,Osmo0.8_1,Osmo0.8_2,Osmo0.8_3,Osmo1.0_2,Osmo1.0_1,Osmo1.2_2,Osmo1.2_1,Osmo1.2_3,Osmo1.3_1,Osmo1.3_2,Osmo1.3_3,Osmo1.4_1
84,P05373,3984.675709,4259.166556,4086.449835,4726.269841,4226.497221,4072.616711,4214.600702,4467.028469,4834.32967,4520.459545,3856.987133,5137.590868,4125.983884,4423.280478,5434.198857,3076.038317,6156.475785,3551.464987,4410.816943,6495.389661,6534.055446,9576.573668,6476.608474,6712.023969,3382.422352,4235.659126,4349.7442,6396.165851,5064.400431,5105.695741,2960.282463,3330.91131,2989.353486,3548.693868,3060.817426,3016.838238,2843.188129,2756.990173,2711.134841,2872.877075,2440.248296,1256.574143
85,P05375,NA,4500.924525,NA,NA,6065.722833,4377.972441,3666.42466,NA,NA,3687.747821,NA,4116.029265,5932.604114,NA,NA,13647.23782,7863.54336,NA,16011.98989,NA,14454.39252,8521.126302,18427.67248,6758.791683,4264.362776,5376.634357,8580.661132,14543.76175,7778.923736,5202.575829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,P05626,14317.98127,15180.88214,15305.58606,14582.65266,13203.84287,14801.72376,15619.10645,14791.66483,16203.66017,15389.20701,14518.10222,16627.33308,15855.45397,14837.03803,18331.31328,21678.23647,14686.41513,22232.8241,23435.15712,17506.96715,20610.7935,25800.13823,21305.9206,17630.72774,13273.38301,13614.53899,2480.833932,6868.392172,3418.163791,14159.63586,17851.36338,16754.13702,17697.13852,18943.01373,16351.77366,16324.60204,16985.28156,16642.92162,16947.01161,16730.26326,16932.7048,8920.719484
88,P05694,54897.72436,50910.53255,53275.13153,32871.88966,39591.53397,44171.22713,55022.41257,55947.50071,56217.5527,53997.11976,52358.58003,61857.85441,48782.25495,44998.26846,56920.2721,44531.74229,70385.46054,46153.91672,53633.696,69150.24722,74612.75042,61196.55385,91366.45675,80831.72442,42870.51003,45677.02656,44610.46665,35477.22425,44577.63103,43658.57088,37778.92087,38353.77364,40571.90672,42696.35544,36848.73969,28902.28044,31481.0544,28093.00302,31255.05483,35162.31915,34691.94863,44771.96512
91,P05740,15707.58777,19524.37262,18265.17559,18588.32537,20283.27049,18152.47108,19390.85339,16014.34319,19133.88517,19522.75301,19838.7244,19910.89573,18324.90754,18449.88927,18826.2369,19582.85801,14808.20409,18494.83596,15685.60301,16135.11501,17880.77705,15091.16945,15834.40675,17786.18406,19498.4911,17439.55447,16745.89352,14999.79525,16098.69263,18696.1223,11640.90367,11534.63816,12236.2248,12194.25976,11532.89801,10337.50026,10440.56466,9983.129537,10676.04419,10746.58247,10679.7729,7134.467049
92,P05743,5456.564532,5782.514484,5935.395171,6304.204294,6045.678768,6255.086171,5957.417124,5602.674468,6351.91413,5907.859343,6493.191869,6242.39837,5638.172329,5884.794639,6016.132403,5889.017502,5598.003449,5729.583237,6132.009756,4867.540366,5848.448611,4871.071523,6330.138628,6309.589741,6305.280648,5960.301607,4475.824598,5281.377012,5843.821308,6528.777292,9875.469865,10113.99329,9402.685755,9983.568425,9495.887874,9158.241792,9079.560593,8364.374099,9147.546586,8797.04272,9809.269662,5943.618803
93,P05744,2320.71427,2177.247962,2350.929985,2118.918805,NA,3146.497161,2477.437428,2383.476665,1864.755295,2546.989101,2490.2713,2469.174345,2248.398992,NA,2624.832833,1791.125162,2409.699408,2462.931174,1900.369268,2191.297218,1612.449582,2278.851974,2306.111308,1942.147679,NA,2528.201121,2326.548875,2129.52437,1929.794724,2038.853903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,P05750,28707.24745,26118.44664,25860.36662,28951.17276,28955.81498,26325.96255,26731.24715,31275.18879,30017.11105,31164.54225,34584.49489,28582.29504,28884.02753,28847.11503,33143.60651,20379.52151,21452.00049,19893.46627,25414.5296,19345.75393,25030.55514,18698.72535,25154.3307,27837.66612,27021.23898,31460.44252,28962.78109,23600.98544,27872.03891,33198.44473,18925.96075,20106.63651,19047.03847,20480.07017,18757.53789,17147.81973,17814.75064,16844.64046,17729.88061,18289.42764,17569.02088,12335.34704
97,P05756,41131.51433,40542.25936,48200.24169,43856.28908,46671.8082,53017.55297,50721.4851,51509.98409,48962.59793,49566.2111,39398.85912,50238.42334,46265.73858,49476.94952,47536.53711,36110.58632,42387.45862,42839.09214,44534.60126,44537.60934,38098.99499,40823.38449,43074.16425,37464.73331,51285.627,50717.58375,46307.97853,46940.93446,40960.32465,54570.8273,50406.98779,49969.46711,42132.02508,45606.72261,47491.8216,44363.71005,42167.75771,36953.77145,40668.93349,40939.87705,44188.07607,30093.31009
98,P06100,NA,764.4459863,883.4519209,1043.607416,964.7936259,765.1987927,737.0049076,NA,797.5200745,784.9397205,NA,765.4887286,738.2977096,707.8263095,779.0675045,965.0701503,705.6506646,NA,878.6108779,721.5793459,843.2581403,637.5529704,767.3495338,824.8051983,849.2130528,862.3347501,712.7206141,694.7788199,730.5025501,1006.615771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,P06101,1429.595266,1623.121699,1814.157823,2136.402288,2068.369579,1916.321266,1438.655007,1504.441924,1721.69711,1521.729823,1512.661632,1844.063584,1513.609006,1433.251475,1699.102262,1561.80338,1631.935567,1453.672358,1579.388526,1506.180395,1460.002616,1523.188433,1660.43324,2046.512382,1975.553608,2148.748918,1762.049181,1926.217253,1908.910776,2665.667261,1886.621748,1762.799464,1888.962862,1764.649664,1832.215015,1820.783476,1828.259995,1797.396147,1793.218684,1709.120322,1698.170038,1332.683569
100,P06103,1252.821888,1174.814435,1187.896751,1192.351079,1271.029044,1172.268371,1261.124294,1341.961671,1304.394764,1179.240868,1192.879838,1308.132186,1240.207963,1269.375557,1465.348409,1055.831213,1160.093822,1086.039624,1216.41057,1146.278568,995.3290591,1206.26755,1161.840788,1425.3298,1229.741879,1240.037991,1138.385767,1190.682138,1238.818651,1254.400883,2494.953482,2586.888611,2685.537573,2811.6501,2714.145673,2494.098296,2617.820139,2526.39359,2670.34834,2822.556672,2810.979222,2468.540135
101,P06105,1690.455317,1704.062343,1788.436457,1907.826627,1725.029951,1646.541456,1900.905474,1896.73334,1857.813973,1773.3459,1714.02526,2013.129715,1809.055499,1817.003398,2023.896055,1496.39165,1668.317591,1677.185323,1788.878497,1741.555661,1475.400833,1638.295238,1678.01163,1995.575671,1724.131029,1882.365783,2172.876132,1952.441547,2382.791016,2109.773732,3661.941774,3677.412204,3752.956305,4176.660093,3653.503426,3739.993271,4102.173362,3785.276273,4271.091026,4145.458972,4449.918319,2964.126336
102,P06106,42818.40437,48835.59446,48546.26852,47869.05815,38490.30909,45250.24625,46599.80022,47399.65108,50696.38221,44286.17749,49766.47932,46114.92924,51633.81829,48914.90044,59369.37354,50905.02235,37920.4944,57834.68663,58326.19955,35619.02391,38967.04064,46253.9343,38851.16149,37770.79724,41586.26339,45300.65663,34108.72411,39641.80075,35637.75392,43131.21267,43155.59034,41209.86127,40397.33934,44367.86345,44841.26092,39968.76952,38583.59895,35263.73484,35988.65568,38243.78198,31089.79865,41404.55259
103,P06168,74283.75474,74341.65114,78208.07344,49050.19796,51614.59392,65195.32505,70160.52216,67291.96312,81513.87092,68255.77451,87301.03667,74539.17576,64101.99568,68022.12957,72214.14037,62628.87037,35625.72558,53154.53551,49540.11204,39020.36014,43316.87991,62053.43671,49374.41285,39948.09937,62830.06366,57084.47677,37795.32444,48207.33241,40503.98525,58297.55545,49965.57436,48759.02176,53730.01692,44797.8907,43922.59544,36565.04768,39548.83222,35218.23509,37010.14284,38412.90866,37287.70258,36090.42025
104,P06169,51476.85217,51143.00098,59909.12526,56723.13929,68335.07643,57826.1022,55293.10663,62438.09461,54231.37986,55582.11788,53294.51002,64882.62942,55430.66797,58970.33168,61925.74249,43451.91942,41715.08232,49091.41415,55827.4989,32182.47443,22936.92182,28058.82551,21948.81794,53524.1489,71685.34829,65378.23963,141061.1011,114119.5776,156189.0291,68040.27169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,P06174,0,0,0,NA,0,0,NA,0,0,NA,NA,NA,0,0,NA,0,0,0,NA,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,P06197,NA,238.1433123,NA,NA,NA,185.7800778,264.8756051,229.9258389,NA,333.8752289,NA,NA,351.9618071,NA,359.3769222,105.4809086,NA,109.2365919,NA,NA,NA,293.3675401,NA,NA,239.6519345,202.1350009,1060.220808,1018.685957,1346.580252,238.1674942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,P06245,495.2609205,583.5073766,613.3778404,745.5627379,534.11275,464.6885911,440.8190855,297.8151176,456.6178902,490.7245032,1806.39588,558.6546899,371.9946059,NA,415.4284767,316.6353236,276.680922,565.4738893,NA,309.7086481,329.5146803,341.9562624,304.3108552,288.330927,599.731579,693.0541663,305.277664,NA,346.2692745,647.0894373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,P06633,1856.988184,1630.95684,1706.504789,1489.622,1591.934962,1787.643423,1409.368926,1228.892296,2088.758399,1496.321949,1996.456473,1672.534147,1275.977934,1227.289552,1263.301846,1442.074628,991.4670047,1546.995887,1932.270016,878.9843189,1983.829805,1301.851553,2161.976003,1282.336958,1897.536581,1832.501109,1373.802554,1097.814821,1433.039309,1984.068821,1056.084138,1098.302547,1002.248772,1073.153807,941.9851933,NA,1023.085545,921.5433468,902.8459424,933.8360777,1004.294178,2178.047228
109,P06634,9351.054337,9009.769358,10083.96316,8193.645049,9939.160272,9059.027541,10716.37241,10247.4307,10666.20311,10642.32975,10206.30709,11527.41441,11315.58269,11067.76444,12751.33861,9520.37786,14088.86404,10964.78579,12769.35423,13131.2009,11206.47017,11967.14747,13210.3523,16465.99923,10537.73179,10541.79492,11551.40119,9760.851524,12342.62341,10902.26104,7512.76564,7286.326977,6867.674368,8127.736082,7473.012789,7053.616527,7389.156182,7285.33786,7615.103419,7940.73261,7960.756708,8883.131895
110,P06773,215.3571581,NA,NA,NA,NA,113.9183174,NA,NA,167.693132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162.2543842,140.4822048,NA,212.1471841,NA,NA,NA,153.7119129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,P06776,138.3076119,NA,NA,159.4379415,138.9499978,132.9436755,127.5091681,NA,NA,138.1914521,148.8375899,NA,NA,NA,NA,214.3749965,NA,222.1786526,327.4970091,228.5806284,NA,230.2787945,214.5636926,247.6022607,191.3811639,NA,253.0670155,285.9202497,288.1147901,357.339511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,P06781,238.7657823,235.0967517,252.7722361,290.1229995,259.6010098,250.4055826,203.9204874,182.9916678,244.154968,211.0384477,242.2840593,228.2796198,188.9871444,209.1768912,NA,297.3130254,178.5519804,235.0967517,312.204772,227.6683935,222.3111832,245.2999048,267.2935177,229.3935619,254.5145574,224.9756835,242.02579,223.9158803,264.4911294,292.8057487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,P06839,4.938535429,NA,NA,7.45189634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.806231944,NA,11.96671605,NA,NA,7.43678242,NA,8.357185245,NA,NA,6.177935589,NA,NA,7.013362273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,P07149,23439.70193,23299.35468,22194.10602,16851.57974,16068.31817,18845.06628,18325.56067,18409.08454,23446.5914,17914.02775,20098.5552,19223.12563,18203.2439,17614.38931,17600.78671,20817.11002,6084.641069,17562.03766,19282.37021,6928.33921,9210.387436,12664.09995,11456.02493,7011.925072,17735.79358,21208.68477,7408.685187,9048.453446,7879.801015,16523.46654,19288.9274,18944.97759,19234.10691,18075.76068,19405.98841,17075.23081,16933.88586,16850.42645,16788.29846,15968.11962,16495.96491,7293.683518
119,P07170,9407.889599,10716.25015,10170.10999,11176.98831,12288.84109,11307.92106,12661.96481,12801.50781,10899.15332,12458.76123,10829.95536,13548.78592,12605.43875,13667.90626,15734.89685,10468.50162,10211.81128,12880.69457,13137.95241,10057.57425,12292.48043,16939.11562,14380.24167,10772.80273,13243.86871,12819.16724,11186.02468,12451.03757,11736.36444,14257.41384,14500.17646,15787.9261,15818.8525,19477.63631,17260.40215,16134.11754,18144.47678,16041.92371,16795.92914,17870.59695,18746.64929,10863.03181
120,P07172,1103.367625,1255.648065,1245.356483,1035.731596,911.62887,1203.592577,1084.343055,969.7709582,1423.130759,1022.704806,1000.246678,1132.850809,1101.615877,1015.421152,1179.718539,981.4764306,872.9402674,881.7780157,1095.643645,704.2232017,983.5168258,714.5698266,1190.854326,964.1116029,1069.963177,1093.054695,1101.790802,820.8578263,1017.804304,1003.090479,1695.898955,1706.912661,1730.908014,2134.840625,1879.951813,2064.383306,2069.227809,2167.340577,2188.510757,2150.967844,2697.572225,6048.793839
121,P07213,2551.721417,2529.352041,2592.362156,2546.517815,2262.88638,2400.816748,2883.366013,2832.251964,2692.016806,3116.268766,2544.027617,3419.961932,2750.747233,3070.417847,3687.547897,2130.712984,3632.117984,2252.20977,2675.131148,4057.126956,3294.788553,3745.055242,3235.509131,4326.807365,2156.112251,2601.781857,2673.481699,3400.664528,3436.753396,2690.25374,3733.257931,3779.659798,3298.882112,4629.692122,3921.153031,3600.758552,3463.788841,3410.362659,3512.50061,3392.750955,3337.294806,2220.89793
122,P07236,94.31782263,NA,NA,NA,65.48563889,NA,NA,NA,78.60883024,114.0699788,NA,160.67946,24.49282451,NA,149.6543862,NA,180.1321669,NA,NA,141.2553966,NA,137.9696702,164.665747,137.9864048,51.69693324,20.0663688,128.7159116,187.9904014,148.4785582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,P07244,7178.391247,7258.959206,7086.512293,8102.260649,8459.095477,7440.084016,6984.918406,7198.187854,8048.722072,6489.93884,7225.229983,7850.811181,7319.152474,7360.654381,8428.365638,8480.002005,6106.040712,9045.286493,10628.58325,7070.059135,8472.825227,8473.611131,9812.459893,8154.969011,7936.493596,9057.954648,9880.915213,10192.34649,10758.60463,9413.086203,8298.433614,8260.051205,8226.660004,9746.82362,9635.528862,9447.753499,10109.86904,9369.657843,8822.068783,9547.95226,9928.85634,6740.120347
124,P07245,4585.380429,4433.04068,4115.47697,4766.213727,4441.759044,4159.750713,4450.511769,4316.636354,4657.918614,4273.798583,4179.652152,4631.541977,4575.352318,4486.883077,5029.003411,4076.604332,5892.430345,4455.899858,5380.312109,6019.49661,6197.824256,5608.825436,6514.42949,6560.338312,4384.727358,4845.10743,7329.438878,6478.648173,7696.577831,5361.733283,6937.902837,7051.100951,7050.617601,8301.40513,8007.349908,7980.014708,7984.350999,7556.157035,8019.211724,8061.954034,8038.640841,8600.586133
125,P07246,5371.328794,5681.077841,6173.034265,9518.201717,8533.689321,6384.062638,5562.514392,5243.019489,6361.88717,5564.512709,5928.526915,5634.374183,6087.42957,5908.368011,6863.859504,11233.02423,7629.26885,10170.87943,12586.26553,8583.002948,11949.57272,12984.48494,12590.94259,7995.519662,6654.411067,7229.629338,8140.796696,10281.79519,9092.907116,8577.299504,5899.920452,5736.633077,6413.122827,6917.81906,6736.162045,6794.890245,6518.808613,6582.161567,5893.384771,5482.267516,5878.473411,4348.600967
126,P07251,45511.8759,46405.58079,46113.53696,35920.90125,38652.32935,38645.91871,52837.12069,57015.68519,50041.16963,49048.89956,46398.18842,54411.4754,56007.04313,55189.88684,69192.21471,55792.47731,56512.34533,60159.99748,82063.71144,57149.93188,68999.61571,72788.86113,72902.72894,67850.35882,36214.55694,44386.56321,15119.63392,33860.10554,19287.45156,48342.67682,63315.46423,58953.77399,66983.6922,67685.8486,66806.05644,61805.81738,60849.10353,61293.25757,65279.70178,62381.36681,73096.51188,35484.54616
128,P07255,2046.109911,2120.902763,2099.904982,2348.030879,2223.89443,1998.637039,2328.793023,2384.394895,2297.997554,2067.378995,2201.301956,2506.824369,2280.530235,1944.444781,3074.227056,4330.236432,975.8575994,3654.094794,3574.103919,1141.56298,1779.126816,4180.42892,2135.677403,1145.586503,2210.450656,2584.052533,267.0449725,772.7611504,377.8992533,2701.482349,2704.713534,2791.13382,2806.362376,3053.047853,2656.917333,2760.777196,2625.598597,2556.903863,2422.159038,2477.106946,2792.529536,939.6138477
129,P07256,27103.19387,25647.64418,28890.72826,25863.74442,27912.17606,28888.70673,29609.70719,27521.44467,30636.90651,31165.34834,25948.27177,32535.79354,32387.75855,35047.78881,38843.06634,34530.41878,33899.57732,37148.00721,41730.72746,47537.4729,41005.40817,53990.18598,45235.34044,41770.83693,26468.11887,29700.23395,11084.3131,25094.23809,13613.70898,30557.54216,31546.99629,31873.86852,31201.33735,42298.65366,34674.81806,34905.09748,36221.95974,33965.44401,33109.58329,33460.08308,31727.63794,17334.14164
130,P07257,44274.46805,45666.50041,49312.32883,45740.95454,43258.83928,49228.83609,50170.97043,49368.6562,49513.87161,52079.38225,43833.93212,55397.14939,53386.84354,57889.86068,63695.9098,57331.57106,56781.9306,48936.57848,70233.62956,57910.82464,68310.53018,71234.77712,67993.94156,70799.55335,42696.36118,47802.87303,17806.90954,40623.63804,22830.64233,56769.83604,58410.58529,56092.52194,56851.38357,64953.77463,61482.0457,58423.6833,56400.13328,57288.91025,54249.11487,51749.28807,58579.12366,27345.1903
131,P07258,171.7143982,181.9199603,176.3991527,137.5417953,192.5710915,224.5115098,237.7868728,234.6731548,245.2063065,211.639496,176.5638672,225.5883691,260.0001543,292.5412193,327.7571013,169.9474586,215.99099,226.5813728,243.8895893,190.2500051,153.85861,120.43265,179.9169967,245.2517403,218.4918525,114.2335067,185.5039441,108.4378716,199.4610673,168.4458776,247.9992043,333.5869504,184.3224221,NA,348.7802075,329.1952899,386.0804351,282.033162,448.6506294,358.8101408,375.2725479,107.8312448
132,P07259,7059.708897,6689.71547,6841.400419,7129.102487,6847.345938,6190.844923,7102.229423,6540.166104,8013.895627,6784.897542,6828.060678,7618.52818,6317.536351,6167.935041,6907.236852,5740.70417,4169.295917,6040.161768,7099.029893,4147.994985,4911.819396,5633.152833,5861.843103,4744.117423,7091.478815,8093.785745,9406.623927,9475.009561,10891.30485,8313.895413,6960.973292,6847.908995,7353.941108,7388.860107,7348.258489,7450.610831,7544.531613,7301.242674,7538.550746,7303.111752,7404.201628,5834.026354
133,P07260,3884.557119,4025.134201,4772.57025,5235.761969,5137.858488,4766.606291,4403.131119,4964.773906,4798.705838,4985.002459,5596.350391,4933.79837,4365.484851,4876.290569,5313.850035,4868.236635,3428.045675,3993.405098,4254.915484,3317.554077,3402.682058,4258.827793,3809.700487,3953.716967,5083.084736,4459.146746,3795.42944,4666.108655,4314.652471,5199.239255,3294.990268,2998.055109,3118.873135,3213.275337,3165.544222,2903.414336,2975.564073,2998.905139,3030.409252,3075.34554,2951.210498,2423.540463
134,P07264,5401.223609,5533.49467,5601.111783,6027.798017,5811.096413,5435.996416,6787.664498,6441.025564,6075.737331,6263.732327,5796.399394,7261.815534,6447.108352,7369.223791,8392.218462,5488.533843,4886.312167,6241.192151,6510.95147,4524.567277,5385.810969,5750.688923,5857.241483,5188.126582,6224.242259,6785.583074,6706.162303,5686.480965,7156.455637,6564.098289,9669.949542,9397.843521,9286.055924,11310.94252,10338.25014,9867.030432,9897.52284,9354.207911,9978.967663,10300.73711,10255.06882,4262.592166
136,P07273,1219.204571,1293.988118,1224.663696,1238.38024,1245.702664,1210.401308,1327.031737,1244.410029,1385.651839,1362.521311,1248.196064,1391.092071,1399.458604,1413.927884,1536.411633,1161.263973,1450.634488,1250.097734,1394.32688,1493.578161,1369.703817,1341.996113,1494.580466,1721.621225,1155.325985,1350.248471,1397.075799,1208.712114,1594.555471,1274.210776,2534.242401,1943.699601,2373.803959,2331.426475,2631.422553,1905.77753,2116.898427,2003.310809,2179.085029,2023.638456,1954.513916,2277.890405
137,P07274,3105.341942,3045.345329,3568.793247,3966.559648,3638.595318,3560.414306,3250.220258,3290.83464,3608.191629,3344.0047,3549.513386,3445.661175,3591.667045,3470.777339,4036.717302,3544.951737,3329.945194,2993.492691,3576.212195,3354.310987,3382.751176,3782.159002,3782.695548,3622.283735,3972.66629,3891.970147,3314.732404,3611.082776,3619.292753,5164.543122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,P07275,1777.182412,1983.481145,1879.56973,1958.074381,1901.551953,2031.386435,1720.340797,1819.687871,2018.346005,1681.648513,1925.057829,2021.498135,1856.463279,2033.251271,2169.146515,3265.125112,1509.045741,3274.135017,4357.449572,1850.775162,1884.794706,2046.52767,2252.841121,1892.848619,1729.025468,1936.766562,1554.106282,2280.522242,1902.314127,2262.506675,3180.50596,2870.355533,3047.984878,3643.13582,3058.270004,3248.169249,3085.326841,3269.149791,3061.212784,2921.842454,3229.261463,4005.399384
139,P07277,2614.477435,2500.576674,2697.717977,2198.09841,2309.262854,2080.43485,2542.006347,2325.941909,2946.12073,2652.352495,2448.044909,2832.880804,2817.443074,2901.968721,2931.529817,2355.710767,1745.459917,2065.175441,2378.325117,1641.241042,1645.518482,1921.035868,1920.681695,2081.681989,2399.884245,2468.433682,2159.796312,2318.539478,2603.337959,2685.928741,3059.287908,3201.969506,3163.186327,2603.251941,2907.206164,2847.053562,2792.041407,2639.428752,2357.888956,2489.257939,2381.237565,2413.669178
